Node	1	2	3	4	5	6	7	8	9
1	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
2	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
3	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
4	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
5	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
6	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
7	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
8	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
9	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
10	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
11	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
12	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
14	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
15	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
16	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
17	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
18	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
19	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
20	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
21	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
22	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
23	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
24	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
25	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
26	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
27	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
28	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
29	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
30	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
31	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
32	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
33	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
34	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
35	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
36	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
37	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
38	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
39	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
40	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
41	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
42	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
43	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
44	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
45	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
46	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
47	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
48	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
49	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
50	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
51	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
52	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
53	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
54	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
55	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
56	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
57	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
58	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
59	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
60	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
61	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
62	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
63	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
64	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
65	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
66	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
67	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
68	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
69	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
70	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
71	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
72	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
73	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
74	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
75	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
76	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
77	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
78	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
79	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
80	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
81	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
82	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
83	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
84	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
85	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
86	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
87	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
88	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
89	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
90	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
91	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
92	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
93	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
94	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
95	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
96	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
97	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
98	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
99	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
100	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
101	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
102	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
103	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
104	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
105	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
106	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
107	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
108	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
109	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
110	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
111	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
112	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
113	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
114	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
115	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
116	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
117	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
118	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
119	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
120	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
121	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
122	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
123	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
124	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
125	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
126	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
127	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
128	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
129	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
130	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
131	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
132	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
133	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
134	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
135	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
136	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
137	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
138	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
139	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
140	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
141	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
142	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
143	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
144	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
145	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
146	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
147	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
148	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
149	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
150	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
151	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
152	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
153	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
154	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
155	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
156	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
157	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
158	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
159	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
160	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
161	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
162	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
163	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
164	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
165	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
166	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
167	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
168	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
169	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
170	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
171	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
172	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
173	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
174	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
175	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
176	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
177	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
178	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
179	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
180	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
181	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
182	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
183	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
184	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
185	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
186	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
187	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
188	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
189	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
190	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
191	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
192	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
193	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
194	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
195	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
196	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
197	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
198	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
199	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
200	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
201	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
202	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
203	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
204	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
205	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
206	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
207	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
208	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
209	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
210	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
211	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
212	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
213	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
214	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
215	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
216	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
217	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
218	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
219	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
220	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
221	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
222	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
223	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
224	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
225	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
226	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
227	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
228	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
229	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
230	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
231	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
232	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
233	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
234	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
235	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
236	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
237	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
238	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
239	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
240	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
241	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
242	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
243	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
244	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
245	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
246	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
247	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
248	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
249	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
250	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
251	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
252	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
253	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
254	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
255	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
256	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
257	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
258	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
259	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
260	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
261	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
262	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
263	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
264	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
